date,close
2013-01-18,0.016719158871182582
2013-01-21,0.005956600807569545
2013-01-22,-0.005362135662031586
2013-01-23,0.004066386845854364
2013-01-24,-0.009472820292545259
2013-01-25,-0.004293856184856892
2013-01-28,0.031182072349874135
2013-01-29,0.009054022459707989
2013-01-30,0.004798439386068498
2013-01-31,-0.0006806237935660375
2013-02-01,0.02100577621628008
2013-02-04,0.001716897773501369
2013-02-05,0.008606165143757227
2013-02-06,0.0015008947641859116
2013-02-07,-0.0057532134416967695
2013-02-08,0.004293680499443564
2013-02-18,-0.012356948032268611
2013-02-19,-0.018944499848400076
2013-02-20,0.0063412036743975
2013-02-21,-0.034074090518899536
2013-02-22,-0.005343701518836896
2013-02-25,0.0032195948548101594
2013-02-26,-0.014345709722990319
2013-02-27,0.01055074992502747
2013-02-28,0.030312023062573745
2013-03-01,-0.0016795532164006755
2013-03-04,-0.04613240209229452
2013-03-05,0.03028219914208985
2013-03-06,0.010442998158463057
2013-03-07,-0.011591577994113922
2013-03-08,-0.004791027226777822
2013-03-11,-0.00558511352433666
2013-03-12,-0.014180074603548531
2013-03-13,-0.011003243843935695
2013-03-14,0.002682503194869401
2013-03-15,0.0022097093048489835
2013-03-18,-0.014717288680129004
2013-03-19,0.009035001138865573
2013-03-20,0.03368975486119319
2013-03-21,0.0018466230168918685
2013-03-22,0.001269603325443569
2013-03-25,-0.0019898331366419164
2013-03-26,-0.01456124909111789
2013-03-27,0.003293139939030132
2013-03-28,-0.03260267927989935
2013-03-29,-0.0016884727723761594
2013-04-01,-0.0007574907417801091
2013-04-02,-0.002727429518006974
2013-04-03,-0.001142218236076964
2013-04-08,-0.004529806124298097
2013-04-09,0.006928770780244564
2013-04-10,-0.001654997328705221
2013-04-11,-0.0029895666938934973
2013-04-12,-0.006364311427510261
2013-04-15,-0.010271677544870239
2013-04-16,0.009344145238466384
2013-04-17,-0.00045536044625349437
2013-04-18,0.002595109966768483
2013-04-19,0.02798547578960142
2013-04-22,-0.0012471239191266248
2013-04-23,-0.03208636448055224
