date,equal,markov,capital_w
2013-01-17,,0.0,0.0
2013-01-18,0.014973711578772158,-0.00357909806593505,0.00043636068676464505
2013-01-21,0.004078788883641306,-0.03520114942448108,9.48408143426099e-05
2013-01-22,-0.011517394892507788,-0.020161290341667085,-0.00028782456026347743
2013-01-23,0.00343762712545076,0.04732510288192332,0.0001259367351881857
2013-01-24,-0.015541902426324495,-0.04322200394360552,-0.0003429803815279679
2013-01-25,-0.0023600140692256006,-0.034907598618391024,-8.671825159438354e-05
2013-01-28,0.02610357919628794,-1.9861116219729134e-11,0.0007901721052906477
2013-01-29,0.007033841581303454,7.022895530243116e-12,0.0002087741209153885
2013-01-30,0.004415791612388639,1.9866762969992676e-11,9.583965540052193e-05
2013-01-31,-0.0034078527423548333,0.038297872285359906,-4.186085913095245e-05
2013-02-01,0.012085093300483908,-0.024590163906315562,0.00045304363049682595
2013-02-04,-0.00260077411960789,0.02521008379967848,-3.751317347674208e-05
2013-02-05,0.011941070066070512,0.07991803279455091,0.00031244693107693926
2013-02-06,0.004198129475126814,0.022770398485846468,5.410956274712466e-05
2013-02-07,0.0019400884812219685,0.03896103896145615,4.039213874585461e-06
2013-02-08,0.011671563999305353,-0.008928571431644756,0.00027388881393170124
2013-02-18,-0.0037431462093555266,-0.032432432467581665,-0.00024741542785556854
2013-02-19,-0.016929237806329704,-0.005586592187577145,-0.0005320983174751488
2013-02-20,0.0141183778237179,0.04868913860144639,0.0003142976609926987
2013-02-21,-0.024801166485014417,-0.04107142731801024,-0.0008939558138462699
2013-02-22,-0.0034551439035020444,-0.022346354084063963,-0.00011745067642559262
2013-02-25,0.0074364290663146435,0.013333327827425296,0.00017784629569990624
2013-02-26,-0.011846060573883365,-0.003759398074713944,-0.0003750236382396778
2013-02-27,0.004054984519017344,0.020754716977762076,0.0001859909465861024
2013-02-28,0.023572357771206906,0.011090573013827225,0.0007370414484796867
2013-03-01,0.005533612159376677,-1.9196648489533606e-11,5.1042325192437814e-05
2013-03-04,-0.03373056185602355,-5.809598593857381e-11,-0.0010885583055117005
2013-03-05,0.02490909195962373,0.09963635716996304,0.0007593198866936301
2013-03-06,0.015139849571773842,0.09986772360035225,0.00034346865645778346
2013-03-07,-0.011468012705227106,0.028262176788949257,-0.00036098825896432776
2013-03-08,-0.00679339318265976,-0.04444442814475644,-0.00017895885666722143
2013-03-11,-0.0015532710569179542,0.007920792070266715,-0.00011337394290770686
2013-03-12,-0.01962257895072409,-0.025547445475327224,-0.0004460956296214497
2013-03-13,-0.009947027233272671,-0.00686641711685468,-0.00029555816772578505
2013-03-14,0.0014020792648599652,-0.0025141420060733385,3.709647351938092e-05
2013-03-15,0.0044596521733445815,-0.01840490797193213,0.00014518177178872703
2013-03-18,-0.01577214391429734,-0.0395833277165299,-0.000407305276839589
2013-03-19,0.0048422739551203615,-0.04121473479716156,0.00018218354179272889
2013-03-20,0.02923843531419546,0.02488687786101607,0.0008621660091648805
2013-03-21,0.007618844273571256,0.02428256051450257,0.00015582800647155672
2013-03-22,0.0026659116564685076,0.06465517230549678,5.9081579888710746e-05
2013-03-25,-0.0014555967385480046,-0.024291497976176975,-4.6945729847119215e-05
2013-03-26,-0.008543107819500165,0.012448132779350819,-0.0002963202614913364
2013-03-27,0.004516763760796202,-0.020491803278239847,0.00012181032733654365
2013-03-28,-0.0272635966922549,-0.06485355649213295,-0.000777029285146698
2013-03-29,-0.004632469979875253,0.011185682270096139,-0.00012035089371859144
2013-04-01,0.0025897008318435887,0.04424778752919897,7.484229011727196e-06
2013-04-02,-0.00836793312778373,0.004237288134656103,-0.0001904891747091347
2013-04-03,-0.006542239083744943,-0.02320675105308412,-0.00013427540043835782
2013-04-08,-0.0002460741104308492,-0.05399568016704664,-3.0148457980673855e-05
2013-04-09,0.00806666034402543,0.006849315069951448,0.00017169313119471072
2013-04-10,-0.0019297777893382535,-0.015873015873485993,-7.408108105584466e-05
2013-04-11,-0.003948509276553195,-0.01612903225848385,-0.00010234639429525801
2013-04-12,-0.006564024904398514,0.004683840753446196,-0.00017184874043501457
2013-04-15,-0.011771393197013284,-0.0326340326392026,-0.0003144713570058137
2013-04-16,0.00943164476811734,0.0024096385780009843,0.0002531084422421996
2013-04-17,0.006772579628013895,0.00961538469191789,0.00013943033326551597
2013-04-18,0.0016278205867329624,0.004761905214109087,3.760489618554179e-05
2013-04-19,0.02310466719745526,0.028345996490405704,0.0006806866538356615
2013-04-22,0.0022144695309977104,-0.012219380516476428,7.447446300149597e-05
2013-04-23,-0.02768877482630729,0.019562715765103097,-0.0008004932075602945
2013-04-24,0.020056022098163404,0.0076185101586899225,0.00055071529458852
2013-04-25,-0.012801692756122456,-0.01512181461379838,-0.00031769466562777353
2013-04-26,-0.010679170170792566,-0.05516064827989169,-0.0002887090245168746
2013-05-02,0.001558874660734393,-0.04965392717424174,4.3453914333438774e-05
2013-05-03,0.018116940825677958,0.006649778340745008,0.0004916466420855786
2013-05-06,0.018672242378743854,0.025479710602704587,0.0004551422720453736
2013-05-07,0.001512819983181158,0.03834355828224105,9.694025629823942e-06
2013-05-08,0.008333886902657696,-0.00827178729754587,0.00020298941469006722
2013-05-09,-0.0008505503746427126,0.026511766458163156,-0.0001084774774096175
2013-05-10,0.006636621766453464,0.004062681369635311,0.0001225212044628006
2013-05-13,0.0005835755945763369,0.004046242774571377,-0.00010285608887600179
2013-05-14,-0.0110397224905751,-0.03770869314909428,-0.00038762148712643337
2013-05-15,0.010038931843357133,0.012264433143887143,0.00023274184285948464
2013-05-16,0.01149940904665987,0.015070921985772085,0.00036326039519417634
2013-05-17,0.014100876405722463,0.026783114992723185,0.00040203493936627005
2013-05-20,0.011046453350275182,-0.007004763238315521,0.0002128090327522168
2013-05-21,0.007458277304865806,-0.008182844242240755,0.00015617041654659866
2013-05-22,-0.00511601080270552,0.039260313032288024,-7.36348427656893e-05
2013-05-23,-0.0100592872710665,-0.0654256775229446,-0.0003624650845463445
2013-05-24,0.008925305280928001,0.005272407801356428,0.00019949546274571138
2013-05-27,0.003493677128628959,0.009324009212322508,8.24344671776752e-05
2013-05-28,0.008111145818369537,-0.019053117779829782,0.00033758701635574296
2013-05-29,0.004404105029615429,0.08887581094575482,6.866693139814854e-05
2013-05-30,-0.0005133498107215763,-0.02594594596994569,-3.122553670662152e-05
2013-05-31,-0.008779120733806895,-0.03995560808768172,-0.00031788333844709634
2013-06-03,-0.005890000165987761,-0.0046242774566272755,-0.00015061299582039435
2013-06-04,-0.017006812581237617,-0.03164924861000927,-0.00047397486786641187
2013-06-05,0.001639148570779213,-0.023088455772052218,7.10741773446901e-06
2013-06-06,-0.012575692543212854,0.005217923697622716,-0.00029884987308521134
2013-06-07,-0.014963535857676997,-0.014961832062380602,-0.000434857485388616
2013-06-13,-0.0303470293409415,-0.045567265964843624,-0.000896815163565743
2013-06-14,0.012770213488478614,0.0669048518270025,0.00030161447011938186
2013-06-17,0.0008092766978123648,0.009436834093616434,-4.048275802064356e-05
2013-06-18,0.0044037945004325625,0.027141133891853252,0.00011336475889979028
2013-06-19,-0.004374337286714047,-0.0011743981197141757,-0.00014891591500228646
2013-06-20,-0.031103818192776578,-0.08230455368071425,-0.0008754521908876516
2013-06-21,0.0006105604213977203,0.02402306266294024,9.359626933599147e-06
2013-06-24,-0.05420091141837852,-0.10009383797256902,-0.0014613812502774657
2013-06-25,0.00027009859193614125,0.021202641640175456,3.7178707950490123e-05
2013-06-26,0.010576189484298316,0.024506466540006242,0.00022457180347729033
2013-06-27,-0.0072753129200176,-0.036877076853428295,-0.00013390655883184033
2013-06-28,0.00784998877847503,0.011728182132008132,0.00026446483111812984
2013-07-01,0.014528803087374012,0.09989772770497825,0.0003267639546085852
2013-07-02,0.01206729942758989,0.06912585264189781,0.000248467525911136
2013-07-03,-0.0031731965541673818,0.022325311599362487,-0.00013288309567320014
2013-07-04,0.008400535558372306,0.07203630200523711,0.00017281780084731926
2013-07-05,-0.002024183179477781,-0.03783089951650577,-2.2015236582941794e-05
